CompanyID,vagueness,is_hardware,is_serial,employees_log,year_founded,founding_cohort,z_vagueness,z_employees_log,growth,sector_fe,early_funding_musd,founder_credibility
43,84.80405433381658,0,0,2.0700679858193367,2018,2017-18,1.5368306508940972,-0.44100698918901554,1,AI/ML Software,14.296253927377974,0
44,14.824897771351775,0,1,2.8176096345450725,2020,2019-20,-1.621375647787595,0.3124237065835626,0,Enterprise Software,2.8936316819837677,1
45,41.173746713706805,0,0,3.1039212068414064,2017,2017-18,-0.43223441230444604,0.600990808484411,1,Enterprise Software,1.3342420647709397,0
46,53.93251704548254,0,0,4.407103413344886,2018,2017-18,0.14357745518039927,1.9144393343799788,0,Hardware/Robotics,5.5617792146984915,0
47,31.99619669052693,0,0,2.970877428366157,2019,2019-20,-0.8464234039051202,0.466898926439192,0,Other,0.9525057533411826,0
48,69.64589982602789,0,0,3.456625299706782,2019,2019-20,0.8527329653188715,0.9564734635878086,0,Biotech/Healthcare,3.689012836497081,0
49,69.70727922674722,0,0,3.160528887109578,2020,2019-20,0.8555030588650557,0.6580444375406939,1,AI/ML Software,1.6179509831839352,0
50,19.39234406739955,0,0,2.275014011472034,2019,2019-20,-1.4152437312333783,-0.23444642234093538,0,Biotech/Healthcare,1.1447928362557023,0
51,58.96672795115494,0,1,3.1791051627475824,2017,2017-18,0.3707747718127423,0.6767670549395537,1,Enterprise Software,0.37692688109191963,1
52,61.133678638329016,0,0,2.375721340704091,2016,≤2016,0.4685707105656908,-0.13294573236326584,0,FinTech,3.170058446592416,0
53,42.22403661995449,0,0,2.0870842736964716,2016,≤2016,-0.38483412398584665,-0.4238566489550094,0,AI/ML Software,0.7791253904304778,0
54,27.969737062888182,1,0,1.4101530143817738,2018,2017-18,-1.02814022905784,-1.1061206947978932,0,AI/ML Software,3.7256940024528786,0
55,76.84734496241028,0,1,3.1527231055958254,2016,≤2016,1.177739017214225,0.6501771629788278,1,AI/ML Software,1.7440461055049126,1
56,21.028802331995188,0,0,1.931841404996288,2016,≤2016,-1.3413892715249027,-0.5803225031022522,0,Hardware/Robotics,1.932387654015293,0
57,33.495006642058364,0,1,3.1284491796281992,2018,2017-18,-0.7787811049410263,0.6257120098169997,0,AI/ML Software,1.7244596443215177,1
58,59.93590168693158,0,0,2.5046872473717,2018,2017-18,0.41451423292091505,-0.0029638471303169104,0,AI/ML Software,0.4895525494718824,0
59,67.88077844681118,1,0,2.2158126231528295,2018,2017-18,0.7730718529017204,-0.2941141923816728,1,Enterprise Software,0.9962979648388018,0
60,79.01257201512976,0,0,1.6364250649938272,2017,2017-18,1.2754571671875063,-0.8780660990210167,0,FinTech,0.8450105663785471,0
61,29.030466696113333,0,1,3.8007880526291,2021,2021+,-0.980268788854646,1.3033474910554115,0,AI/ML Software,0.831381683149636,1
62,74.91170867631803,0,0,2.1073593384159683,2018,2017-18,1.090382452617213,-0.40342185960984883,0,Enterprise Software,0.8030699105251472,0
63,50.443929586806256,0,0,4.0865825947494425,2017,2017-18,-0.013864838020988464,1.591393489676066,1,Enterprise Software,0.7508906345981429,0
64,50.021356349150366,0,0,1.6817883030396463,2017,2017-18,-0.03293585182533288,-0.8323454946083815,0,FinTech,0.9041311003884489,0
65,42.897744399136926,0,0,4.007674334612773,2017,2017-18,-0.35442923978599794,1.5118635993504677,0,Hardware/Robotics,0.9615815003425812,0
66,75.659082492393,0,0,2.5839412140337084,2021,2021+,1.124111934499305,0.07691447315682651,0,Hardware/Robotics,3.4271226017765883,0
67,16.869930039329645,0,0,3.360729866710755,2018,2017-18,-1.5290819691124322,0.8598225774107399,0,Enterprise Software,2.408391345936811,0
68,17.019478824112326,0,0,1.1994526713429858,2016,≤2016,-1.5223327320929883,-1.3184809108819575,0,Biotech/Healthcare,0.7706510857897171,0
69,79.5088348483441,0,0,1.194642582299318,2020,2019-20,1.2978538418924968,-1.3233288932533427,0,AI/ML Software,1.325180671735501,0
70,61.061878759539866,0,0,2.758003243007176,2020,2019-20,0.46533033385103195,0.25234774275540317,0,Other,0.31431645084223614,0
71,84.12260487015499,0,0,1.486127685538034,2021,2021+,1.506076379278259,-1.0295475039289583,0,Hardware/Robotics,2.3363456463486103,0
72,69.59094476948927,0,0,3.828988385081543,2016,≤2016,0.8502528067369408,1.3317699824803104,0,AI/ML Software,1.5442154153791539,0
73,38.7484578731324,0,0,2.864004882538854,2021,2021+,-0.5416893252911068,0.35918445099971874,0,Hardware/Robotics,0.7884820873905749,0
74,73.06097246821639,0,0,1.8558231444320559,2018,2017-18,1.0068574855163663,-0.6569396267714965,0,Hardware/Robotics,16.327026852420005,0
75,65.18903868238309,0,0,1.5799595037742358,2016,≤2016,0.651591830906306,-0.9349764894312164,0,AI/ML Software,1.5385947302349123,0
76,33.788657952808684,0,0,2.211465890815524,2021,2021+,-0.7655284242174458,-0.2984951677759076,0,AI/ML Software,3.1293089769327693,0
77,46.5042621839125,1,0,1.9321712385812448,2018,2017-18,-0.1916646718246978,-0.5799900711262856,0,Enterprise Software,1.4252867072293331,0
78,28.276478856602488,0,0,2.9952905553873954,2021,2021+,-1.0142967660530708,0.491504377264507,0,AI/ML Software,0.637934799911625,0
79,81.28423227225723,0,0,2.4232582691872686,2017,2017-18,1.377978719103052,-0.08503431343025589,1,Hardware/Robotics,2.4041193867154864,0
80,91.96572407481756,0,0,3.66837623393722,2019,2019-20,1.8600416125026165,1.1698925472999802,0,FinTech,1.1998125252487721,0
81,91.20340010608811,0,0,3.132220438703602,2015,≤2016,1.825637420198179,0.629512978437227,0,Other,4.002738634557786,0
82,22.88307941416894,0,0,1.6330203681534536,2021,2021+,-1.2577045024009008,-0.8814976176711281,0,Other,1.4722671805998515,0
83,59.096615578901066,0,0,2.074444928191644,2020,2019-20,0.37663668762052266,-0.4365955657686009,0,Biotech/Healthcare,1.5398691555609418,0
84,89.88904257521784,0,0,1.6354889748417811,2021,2021+,1.7663195827645581,-0.8790095635835119,0,Biotech/Healthcare,5.573179253455592,0
85,36.72148613835674,0,0,1.6363844358882504,2018,2017-18,-0.6331679199824285,-0.8781070481980098,0,Enterprise Software,2.2948065973604312,0
86,67.6114045089711,0,1,0.7047205773131036,2017,2017-18,0.7609148263101264,-1.8171104473918556,0,FinTech,2.3775346290256514,1
87,25.157476119893747,0,0,3.441249634251797,2019,2019-20,-1.1550594527237263,0.940976670410515,0,Hardware/Robotics,2.543554158532361,0
88,59.809320517610786,0,1,3.7923201351052573,2017,2017-18,0.4088015398008346,1.2948128642521972,0,Enterprise Software,4.977262343395366,1
89,43.68693394991964,0,0,1.512443402907751,2015,≤2016,-0.31881258573400234,-1.0030244743674381,0,Other,23.99996642829371,0
90,47.35830805113472,0,1,1.4117518964638933,2020,2019-20,-0.15312100868670817,-1.1045092169068043,0,Biotech/Healthcare,1.2709185745466194,1
91,63.58166115237126,0,0,3.0609277657437177,2016,≤2016,0.5790498042656814,0.5576586700074372,0,Hardware/Robotics,1.7640606864477422,0
92,50.190305775824264,0,1,1.680624919374813,2016,≤2016,-0.02531105081756592,-0.83351804327579,0,AI/ML Software,0.9985176113225886,1
93,70.16617502696599,0,0,3.7740751564877035,2017,2017-18,0.8762133342939377,1.276424153793574,0,AI/ML Software,1.4978457803209342,0
94,58.508481084251095,0,0,1.7832555901903162,2015,≤2016,0.35009378317986234,-0.7300788598511075,0,AI/ML Software,2.8455774095913333,0
95,11.838558165974232,1,0,0.3615820765934874,2017,2017-18,-1.756151158311035,-2.162952153715822,1,Other,3.28648996400507,0
96,55.64771112158046,0,1,2.3697380236911,2016,≤2016,0.22098531490158205,-0.13897618525884717,0,Other,6.188853798391634,1
97,68.59186131076726,1,1,1.9076854618835157,2017,2017-18,0.805163499759826,-0.6046687439538788,0,Enterprise Software,1.3797714813999873,1
98,68.77918909197814,0,0,2.647286284026003,2019,2019-20,0.8136177282415624,0.14075856831782715,1,Hardware/Robotics,2.928923107485132,0
99,68.47805481337312,0,0,2.151087893370391,2015,≤2016,0.800027336156879,-0.3593488161338087,0,FinTech,0.8032852708744649,0
100,64.67663237115082,1,0,3.0765417163795803,2016,≤2016,0.6284665902044766,0.5733956255488303,0,Enterprise Software,0.9019181295889798,0
101,36.27150062370201,0,0,2.923126645115503,2020,2019-20,-0.6534760682441118,0.41877196801546784,0,Hardware/Robotics,4.87013133364493,0
102,48.75430615926483,1,0,2.825735842130716,2020,2019-20,-0.09011867721235259,0.3206139314970245,0,FinTech,1.477603227192423,0
103,39.04354900625388,0,1,2.690771930592533,2017,2017-18,-0.5283716644176509,0.18458678980166007,0,AI/ML Software,1.006694685272266,1
104,67.40645774527691,1,0,2.4993768231001283,2015,≤2016,0.7516654413248176,-0.00831610631292984,0,Other,0.43051967557655796,0
105,55.4282819490992,0,0,1.1026867028110048,2017,2017-18,0.2110823290885675,-1.4160091905737107,0,Hardware/Robotics,5.341125024556337,0
106,72.33095774137625,0,0,2.889278731521738,2016,≤2016,0.9739114309811284,0.38465740445520114,0,Enterprise Software,0.35622513882987206,0
107,40.57618488842507,1,0,3.231956277490042,2015,≤2016,-0.45920277850320035,0.7300345246793929,0,FinTech,0.4223130833641003,0
108,53.96682090640951,0,0,2.848985033294006,2016,≤2016,0.1451256114453572,0.3440462771117019,0,AI/ML Software,3.565759544146928,0
109,41.48474145428494,0,0,2.298491102631514,2019,2019-20,-0.418199010953559,-0.21078438136013553,0,Biotech/Healthcare,1.5983405711944734,0
110,87.96031530051215,0,0,3.0903439118771274,2019,2019-20,1.6792748264880595,0.5873065531535093,0,AI/ML Software,2.908473707842144,0
111,88.56111130092305,0,0,2.7366235218140957,2020,2019-20,1.7063891531808477,0.23079959458013513,1,Other,1.4933670684253426,0
112,12.486827529617976,1,0,3.210107746046708,2018,2017-18,-1.7268943268761703,0.7080138730206921,0,Biotech/Healthcare,4.79955731498846,0
113,28.264178401236933,0,0,2.4124224151760933,2015,≤2016,-1.014851893858555,-0.09595553105183774,0,Enterprise Software,6.672425637872613,0
114,24.039951481547504,0,1,1.0726415628880488,2019,2019-20,-1.2054940896231678,-1.4462910226499892,0,Enterprise Software,7.41802961520197,1
115,8.224546022030065,0,0,2.3212325798517925,2018,2017-18,-1.9192539517310787,-0.18786374940046105,0,AI/ML Software,1.594997818714313,0
116,76.58312655792821,0,1,1.5513337761566,2020,2019-20,1.1658146633029567,-0.9638277272354454,0,Enterprise Software,0.6499818884058112,1
117,72.89723509470696,0,0,2.03637216002421,2015,≤2016,0.9994679079657209,-0.4749682668204754,0,Other,1.9525789427900462,0
118,69.59177672865312,0,0,2.5865324410801547,2016,≤2016,0.8502903536123331,0.07952611359162595,0,FinTech,0.8662505131096108,0
119,60.031247646801276,0,0,3.490057110787759,2017,2017-18,0.4188172600765159,0.9901686466275958,0,Biotech/Healthcare,1.1216558420922182,0
120,58.79785392179561,0,0,3.166006414105933,2017,2017-18,0.36315337353638094,0.6635651158641178,0,Other,13.29620137866183,0
121,86.84385622274672,1,1,2.7088173566054277,2016,≤2016,1.628888279052728,0.20277437560317838,0,Hardware/Robotics,4.672559436606556,1
122,46.12774920762419,0,0,3.7481244897723194,2019,2019-20,-0.20865695512247823,1.2502690507134144,0,AI/ML Software,1.5069269636885656,0
123,23.297375373255402,0,0,2.547374434015311,2017,2017-18,-1.239007047733277,0.04005962425524775,0,Biotech/Healthcare,1.8081258028198035,0
124,65.90331100261344,0,0,2.702383501987924,2016,≤2016,0.6838274200665139,0.19628983581970474,0,Hardware/Robotics,1.213502616522297,0
125,54.562656239395466,0,0,2.120863304885419,2018,2017-18,0.1720160598881538,-0.3898115104472155,0,Enterprise Software,2.3969714621931497,0
126,16.80251170769776,0,0,1.4305648246484326,2018,2017-18,-1.532124603663427,-1.0855480826398929,0,AI/ML Software,1.297811390855621,0
127,36.745914023635095,0,0,3.0569230165083674,2016,≤2016,-0.6320654731262605,0.5536223718186634,0,Biotech/Healthcare,5.8912297002233895,0
128,60.26905822805648,0,0,0.9319032818611641,2015,≤2016,0.42954981120326363,-1.5881380236521045,0,Enterprise Software,1.976517483056268,0
129,90.43183987127566,0,0,1.5687474589596275,2019,2019-20,1.7908163890069566,-0.9462768614440711,0,Hardware/Robotics,0.8223979781165496,0
130,41.552841395226054,0,0,2.6775166202437273,2019,2019-20,-0.41512561491701083,0.1712270556439633,0,Enterprise Software,8.48561999245784,0
131,31.325535682236666,0,0,1.6510091520817864,2016,≤2016,-0.8766907852899168,-0.8633671201739929,0,AI/ML Software,3.1991337947611256,0
132,75.08246581381913,0,0,2.5177887403559143,2017,2017-18,1.0980888368277664,0.01024085790729845,0,Enterprise Software,2.946227488491597,0
133,35.363331884989286,0,0,2.647374369279868,2020,2019-20,-0.6944623328943313,0.1408473474971813,0,FinTech,0.3178734711378995,0
134,10.303112421893607,1,0,1.9397166338278193,2019,2019-20,-1.8254468551791572,-0.5723852341246333,0,AI/ML Software,1.905931862075415,0
135,65.13526894251844,0,0,2.555164518465568,2019,2019-20,0.6491651664613376,0.04791107809395905,0,Hardware/Robotics,0.9701758667653821,0
136,56.20846841796776,1,0,2.541791368626002,2018,2017-18,0.24629266801180813,0.03443257611956054,1,Enterprise Software,0.11764647885593932,0
137,56.603574673161695,0,1,1.35941606705443,2018,2017-18,0.2641240784645505,-1.157257341955117,0,Other,1.8313775033320576,1
138,73.22389655382125,0,0,3.0465614854044274,2018,2017-18,1.0142103588380806,0.5431792137655729,0,AI/ML Software,1.7372183820198708,0
139,62.02196443754266,0,0,0.46914185482520976,2020,2019-20,0.5086596448128744,-2.054545031934166,0,AI/ML Software,6.99152118164849,0
140,58.2404770536907,1,1,4.378430698660836,2019,2019-20,0.3379985814231449,1.8855407393506358,0,Enterprise Software,1.1300167530937406,1
141,45.06272115503183,0,0,3.034080410582317,2019,2019-20,-0.2567223858763841,0.5305998144729156,0,AI/ML Software,0.8845295291947608,0
142,30.471323551902035,1,0,3.521160554536392,2020,2019-20,-0.9152419519937488,1.0215171197252513,0,Biotech/Healthcare,1.0111357498905928,0
143,11.232651954507485,0,0,3.1616997370488624,2021,2021+,-1.783496112258237,0.6592245113010041,0,Enterprise Software,2.5625337058202846,0
144,63.5512264275899,0,0,2.4571960420114376,2019,2019-20,0.5776762647115524,-0.05082918273891353,0,FinTech,6.322331215983443,0
145,54.50295275340902,0,0,1.7280565362810474,2017,2017-18,0.16932160149857117,-0.7857127655522023,0,Hardware/Robotics,1.9969531599648371,0
146,31.12182967384508,1,0,2.4754270432794683,2017,2017-18,-0.8858841741557479,-0.032454559741763825,0,Enterprise Software,1.1217020935716708,0
147,14.789411849290646,0,0,3.336117153189476,2017,2017-18,-1.6229771512648188,0.8350159677659149,0,Enterprise Software,1.6649880880201295,0
148,46.294360399090664,0,0,1.677340493811272,2021,2021+,-0.20113768023881218,-0.8368283431657965,0,AI/ML Software,3.842443678308189,0
149,68.17548534611329,0,0,2.657024817234789,2015,≤2016,0.7863721730450489,0.1505738205700692,0,Enterprise Software,6.391918630973566,0
150,64.79351779442013,0,0,0.689807844636033,2019,2019-20,0.6337417077984376,-1.832140660860106,0,AI/ML Software,6.526114062009611,0
151,26.535956482397932,0,0,1.6916198532682427,2020,2019-20,-1.0928477088656292,-0.8224364925589557,0,FinTech,1.7886839673642696,0
152,38.794154908730086,0,0,1.641332706551335,2019,2019-20,-0.5396269874072991,-0.8731197956283183,0,Hardware/Robotics,3.1740510601795533,0
153,27.38385689916113,0,1,4.180349953868241,2020,2019-20,-1.0545813940310673,1.6858995372548986,1,Hardware/Robotics,4.467748697127799,1
154,15.810622536992103,0,0,1.1625596681741983,2021,2021+,-1.5768892275942765,-1.355664552882348,0,Enterprise Software,1.8631003301105196,0
155,89.46341455943862,1,0,2.8985533514915702,2016,≤2016,1.7471107047734458,0.39400508881340174,0,Hardware/Robotics,3.951582940489656,0
156,35.67829610977888,0,1,4.094472614737505,2016,≤2016,-0.6802477860570603,1.5993456663332444,0,FinTech,4.307484595174478,1
157,76.43680830359548,0,1,3.5054133002314876,2015,≤2016,1.1592112222907283,1.0056458103638584,0,FinTech,3.4017148929995,1
158,36.247626043836085,1,0,4.0214501571692765,2016,≤2016,-0.6545535440556934,1.5257479462511099,0,Hardware/Robotics,4.496417279935306,0
159,64.06589719997156,0,0,4.169951282978696,2017,2017-18,0.6009037020647338,1.6754189468332479,0,Hardware/Robotics,15.823183960367484,0
160,68.63606176985684,0,0,2.5561815167807413,2015,≤2016,0.8071582961414705,0.04893608820477612,0,AI/ML Software,0.8769214210653052,0
161,54.72116722221894,0,1,2.9751055784198077,2015,≤2016,0.17916976691971054,0.47116038537219346,0,Biotech/Healthcare,7.447124713054812,1
162,64.29154408272633,0,0,2.6949263912691275,2015,≤2016,0.611087297315098,0.1887739788411764,0,FinTech,2.4270561270384086,0
163,65.38891726687902,0,0,2.9807685298317033,2018,2017-18,0.6606124855631418,0.47686794886335643,0,Enterprise Software,1.8944154963896283,0
164,70.52526947549964,0,0,2.9217970405820934,2021,2021+,0.892419507744575,0.4174318890106166,0,Enterprise Software,1.1494154252397506,0
165,20.805415210551434,0,0,4.217394551251721,2016,≤2016,-1.3514708822307748,1.723235967711753,0,AI/ML Software,2.6397909221553477,0
166,25.639851701392676,0,0,2.791780221032683,2019,2019-20,-1.1332895190083876,0.28639081192517124,0,FinTech,1.1878775937234183,0
167,95.77272844558973,1,0,1.5462281678372745,2018,2017-18,2.0318542746365074,-0.96897355694932,0,AI/ML Software,1.7008111664611332,0
168,9.806207514682352,0,0,3.09583729404092,2020,2019-20,-1.8478725071145248,0.5928432115495547,0,Biotech/Healthcare,0.4681957181573272,0
169,28.288481519717614,0,0,3.2308048278259474,2017,2017-18,-1.013755077811697,0.7288740040274069,0,AI/ML Software,2.221068740764766,0
170,59.01136022735201,0,0,1.678045894338402,2018,2017-18,0.3727890563902403,-0.8361173855745239,0,Biotech/Healthcare,0.8113009908269787,0
171,61.059288663968935,0,0,1.6371444784985179,2017,2017-18,0.4652134410997025,-0.8773410180595597,0,Biotech/Healthcare,1.6926229392135776,0
172,75.68838923694094,0,0,3.450843599340236,2021,2021+,1.125434567548512,0.9506462156514016,1,Biotech/Healthcare,2.0190216889687536,0
173,65.86410670822217,0,1,1.9669637134520377,2019,2019-20,0.6820581039506307,-0.5449235051439949,0,Biotech/Healthcare,0.7945489808675842,1
174,79.43592589134931,0,0,2.0864176763432467,2019,2019-20,1.2945634117341154,-0.4245284976854401,0,Enterprise Software,0.7829817719727976,0
175,29.294368878321446,0,0,2.038529248229446,2016,≤2016,-0.9683587062668179,-0.4727941853226965,0,Biotech/Healthcare,1.2797596467152106,0
176,5.602322509006499,0,1,2.7451302135300577,2020,2019-20,-2.037596658648245,0.2393733010340902,1,AI/ML Software,1.0226832645301618,1
177,77.54578524948671,0,0,3.6032323861215487,2018,2017-18,1.209260096093318,1.104235503750997,1,Enterprise Software,2.262057526764211,0
178,39.37166240056752,0,1,3.16863583518759,2019,2019-20,-0.5135636867353508,0.66621525122234,0,AI/ML Software,1.7389675928007717,1
179,26.318741925112715,0,0,2.037736216938194,2021,2021+,-1.102650747608618,-0.47359346402316216,0,Biotech/Healthcare,5.044182741354771,0
180,81.12776964552049,0,0,3.8380659269790276,2017,2017-18,1.3709174557563415,1.3409190362077983,0,FinTech,2.1728103999113393,0
181,31.29990102877625,0,0,3.369426378169567,2019,2019-20,-0.8778476944040035,0.8685875989856261,0,Enterprise Software,2.777433889378661,0
182,33.10097468653145,0,1,3.49246419507801,2016,≤2016,-0.7965640315288331,0.9925946936507665,0,AI/ML Software,1.8130479703168088,1
183,55.61088701516702,0,1,3.4599278700956457,2017,2017-18,0.21932341826648297,0.9598020512459826,0,FinTech,0.4226881223592804,1
184,68.20909633163097,0,0,1.985411018943558,2015,≤2016,0.7878890593777971,-0.5263308739035851,0,Biotech/Healthcare,1.7866549102052134,0
185,50.148748244683475,0,0,1.580146451108399,2020,2019-20,-0.02718657008721226,-0.9347880693474773,0,FinTech,0.2699218349493173,0
186,77.99668155571725,1,0,2.1615770418667215,2016,≤2016,1.2296093489900497,-0.3487770353332026,0,AI/ML Software,1.2501539185138975,0
187,22.913492572519903,1,0,3.490604629863875,2021,2021+,-1.2563319361542489,0.9907204789959596,0,Enterprise Software,3.536913423506947,0
188,72.7471363781641,0,0,1.3201251585617395,2021,2021+,0.992693852156881,-1.1968577797014899,0,Other,0.6367794254114563,0
189,81.50163141952666,0,0,1.18489386517803,2021,2021+,1.387790088515907,-1.333154409645777,0,Biotech/Healthcare,0.23476816298636705,0
190,56.552086303760355,0,0,0.6862191754816307,2021,2021+,0.26180037379961907,-1.835757601136956,0,Hardware/Robotics,0.9410111270375082,0
191,60.54145323009311,0,0,1.2439089284750835,2016,≤2016,0.44184318044948484,-1.2736744324742644,0,Enterprise Software,2.3363206463778043,0
192,23.35077451998958,0,0,1.7109113244881131,2015,≤2016,-1.2365971084049918,-0.8029930453497738,0,FinTech,1.2690745892394155,0
193,95.8362931743474,0,0,2.6244950954306363,2020,2019-20,2.0347229935036353,0.11778783336257491,0,FinTech,0.5426629528209606,0
194,33.57312391421304,1,0,1.3485253214984136,2021,2021+,-0.7752556200241779,-1.1682338835508108,0,AI/ML Software,1.203508970319837,0
195,44.953479147874056,0,1,3.1619481726630805,2019,2019-20,-0.26165255097173434,0.6594749040623895,0,AI/ML Software,3.30310155273738,1
196,82.44085111606083,0,0,2.5450692148531955,2016,≤2016,1.4301777037309085,0.037736244841964965,1,Hardware/Robotics,1.4271896505362385,0
197,31.141040423092175,0,0,0.45712909407906377,2015,≤2016,-0.8850171801498912,-2.066652427826484,0,AI/ML Software,4.453090830928471,0
198,52.82649010012375,0,0,2.4814764596976966,2020,2019-20,0.09366171688158409,-0.026357486717440568,0,Enterprise Software,1.1482298957673231,0
