Time	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Inventory[S2]	104781	104781	96197.4	91683	97538.1	110197	127404	150561	187142	227703	266493	301945	333811	362270	387624	410188	430263	448119	464002	478129	490687	500214	508902	517305	524256	526933	518806	516480	503826	472267	456999	453468	450901	446895	446932	448247	442673	429948	411420	388758	359456	326083	298519	285933	281978	280998	281016	281344	281745	282141	282506	282835	283129	283392	283626	283834	284018	284183	284329	284460	284575	284678	284770	284851	284924	283901	268594	226868	185325	152084	126843	116695	124654	148661	182975	224182	266455	307395	365682	438562	510910	579287	641690	691432	722376	749032	761537	752614	731580	713458	688293	647234	625094	625559	635144	644494	652696	662200	670747	676095	682568
Inventory Adjustment Time[S3]	6.05561
Manufacturing Cycle Time[S3]	15.386
Minimum Order Processing Time[S3]	1.25199
Safety Stock Coverage[S3]	6.63058
Target Delivery Delay[S3]	2.15405
WIP Adjustment Time[S3]	10.52
Backlog[S3]	21540.5	21540.5	52660.9	62361.9	52292.1	61249	63511.3	42011.1	26299.9	16419.3	10250.7	6399.61	3995.33	2494.32	1557.23	972.191	606.948	378.923	236.565	147.69	127.457	2761.84	1724.24	1076.46	2375.85	15309.8	17265.4	15317.9	44987.9	53207.1	33551.2	21426.8	23088.6	14940.6	9327.56	6007.2	20785.9	24650.9	37309.1	46704.5	58991.2	64611.2	52687.8	32893.5	20535.7	12820.6	8004.03	4996.99	3119.66	1947.63	1215.92	759.113	473.921	295.873	184.716	115.32	71.9953	44.9473	28.061	17.5187	10.9371	6.82813	4.26286	2.66134	1.6615	3895.52	39534.8	72206.4	69085.2	70872.5	81477.7	92972.3	116454	127650	174380	185747	193147	169918	131493	92989.5	59220	36971.6	23458.4	33151.1	37147.2	42580.9	62412.5	85124.6	93899.4	91650.2	114792	113932	81744.6	51033.9	31860.9	26241.1	16382.5	10227.8	10302	7332.54	4577.77
Inventory[S3]	78825.7	78825.7	71399.5	56083.2	44551.1	37619.9	33126.1	34509	43439.6	58781.1	77339	96882.8	116399	135436	153742	171187	187715	203315	218002	231808	244768	256057	266449	276509	285753	292555	292217	293032	288213	270291	256949	250589	246950	243584	243203	244595	243249	236864	225841	210379	189221	163972	141364	128845	124987	126276	130303	135611	141525	147652	153760	159712	165431	170878	176038	180907	185491	189799	193844	197640	201199	204536	207664	210596	213343	215366	209429	184945	153498	124878	95615	64629.3	42412.4	33942.8	34295.4	39192.2	45625	52397.6	59018.9	66951.2	83016.7	110201	143111	175025	198864	220115	233647	233526	223093	212215	198931	178353	169568	178749	199707	225141	251553	279382	307053	332553	357750
Inventory Adjustment Time[S4]	7.53529
Manufacturing Cycle Time[S4]	8.54239
Minimum Order Processing Time[S4]	4.84466
Safety Stock Coverage[S4]	9.84425
Target Delivery Delay[S4]	2.84413
WIP Adjustment Time[S4]	1.95293
Backlog[S4]	28441.3	28441.3	61406.5	75926	69053.8	79031.9	80496.3	57479.9	40297.3	28240.7	19791.3	13869.9	9720.12	6811.93	4773.85	3345.55	2344.59	1643.1	1151.5	806.98	601.564	3292.67	2307.53	1617.13	2924.17	16264.3	19824.4	18637.1	49988.4	61940.4	43771.8	31181.8	31912.3	22947.6	16081.9	11455.3	25881	30442.3	44525	55768.2	70476.9	78998.5	68969.9	48361.2	33891.9	23751.7	16645.4	11665.2	8175.05	5729.14	4015.02	2813.76	1971.9	1381.92	968.463	678.706	475.642	333.334	233.603	163.711	114.73	80.4034	56.3473	39.4886	27.6739	4038.57	41454.6	79168.3	80905.5	85734.6	99502.3	115753	138852	140734	173660	170394	165802	134419	98197	72474.9	51532.2	36114.1	25687.2	37208.5	43566.3	50656.1	72777.3	99449.8	112760	113695	139761	143032	111693	78275.2	54855.9	45068.3	31584.2	22134.5	19505.7	14666.9	10278.7
Inventory[S4]	146889	146889	142160	136794	137825	142753	149531	161247	176727	193760	211176	228252	244551	259825	273953	286899	298679	309341	318954	327593	335337	341588	346918	351843	356054	358300	354706	351539	343790	325131	308955	297964	289385	281354	276030	272586	267513	258606	245940	229970	212898	198526	191441	193783	201563	211277	221825	232541	243007	252971	262290	270899	278781	285947	292429	298272	303521	308226	312436	316199	319558	322553	325223	327602	329720	331178	326290	306085	278823	254183	232715	216566	209770	212942	223347	240416	261329	283391	308899	337717	368063	399047	429496	456065	473790	487197	492731	485697	468506	451336	435104	419446	417824	429747	447296	466357	485261	504610	523343	539908	555763
Inventory Adjustment Time[S5]	5.89298
Manufacturing Cycle Time[S5]	11.2375
Minimum Order Processing Time[S5]	2.54484
Safety Stock Coverage[S5]	1.90739
Target Delivery Delay[S5]	3.05616
WIP Adjustment Time[S5]	3.28418
Backlog[S5]	30561.6	30583.4	65969.4	87720.4	88417.5	105421	114912	96355.2	77198	58670.5	42716.5	30698.1	22056.4	15847.3	11386.2	8180.88	5877.9	4223.23	3034.35	2180.16	1602.62	4065.06	2920.71	2098.51	3318	16685.1	20578.2	19575.8	51329.4	64192.1	46491.8	33916	34505.9	25388.5	18241.5	13291.6	27586	32266.9	46682	59095.8	79135.5	97997.6	98582.1	82464.9	65953.9	49972.3	36303.8	26085.2	18742	13466	9675.23	6951.57	4994.65	3588.62	2578.39	1852.56	1331.05	956.347	687.128	493.696	354.717	254.861	183.116	131.567	94.5301	4114.83	41922.2	80821.8	83823.8	90035	107791	134153	171270	188687	237516	250183	259751	240116	206690	172749	136634	102675	74901.1	73184.2	70307.6	70804.1	88510.8	113936	131556	139221	175384	195723	174833	139041	104735	82695.3	59430.8	42700.6	34690.6	25944.2	18640.7
Inventory[S5]	44522.2	44543.9	41569.8	39387.4	40359	42949.1	46586	50738	54129.7	56684.9	60024.8	65653.1	73151.6	81704.8	90745.8	99889.8	108882	117558	125818	133606	140895	147043	152511	157737	162399	165293	162712	160453	153856	136874	121938	111729	103768	96327.5	91446.7	88381.1	83854	75773.3	64914.6	53238.7	44122.6	40252.7	40968.5	43825	46857.6	49545.6	53029.8	58499.5	65505.3	73353.3	81566.1	89821.3	97906	105684	113074	120032	126537	132590	138199	143383	148161	152559	156602	160313	163717	166439	163137	145254	120146	96294.3	75540.6	62283.8	57753.2	60021.4	66427.2	75615.2	85233	93867.5	100166	103262	104052	104670	108138	113709	116037	118046	115521	105779	95709.1	90248.4	88654.7	90669.8	95965.1	102122	108064	115468	126065	140306	156378	172177	188570
Inventory Adjustment Time[S6]	3.48799
Manufacturing Cycle Time[S6]	16.3613
Minimum Order Processing Time[S6]	1.71021
Safety Stock Coverage[S6]	7.53269
Target Delivery Delay[S6]	1.3906
WIP Adjustment Time[S6]	4.23221
Backlog[S6]	13906	13906	41627.2	47378.3	35657.4	42819.4	39784.5	19141.6	9171.4	4394.33	2105.47	1008.8	483.351	231.59	110.962	53.1658	25.4735	12.2052	5.84794	2.80194	34.8893	2313.72	1108.58	531.159	1775.1	13853	12926.8	10319.7	37271.9	39377.2	19140.9	9597.87	13580.5	6922.71	3316.9	1770.64	16192	18144.5	28012.2	34462.7	43172.4	45354.4	32431.7	15539.1	7445.31	3567.3	1709.21	818.941	392.382	188.004	90.0788	43.1598	20.6793	9.90815	4.74733	2.27461	1.08984	0.522179	0.250194	0.119876	0.0574367	0.0275199	0.0131857	0.00631771	0.00302703	3631.92	35707.7	59365.1	49597.8	48868	57019.8	64048.6	75501.6	65025.2	86887.8	74506.9	67443.5	41451.6	22363.8	13919.2	7279.69	3487.94	2044.61	18023.6	22988	28875.2	46675.1	63867.4	66680.2	61617.3	81916.2	76200.2	45496.3	21798.8	10444.5	10780.9	5165.47	2474.95	4934	3078.48	1475
Inventory[S6]	92429.1	92429.1	82081.8	66298	60898.2	63270	67428.8	85355.1	114276	146224	178479	209874	239911	268406	295324	320699	344594	367082	388240	408145	426863	443212	458573	473578	487390	497722	498662	502763	498966	478477	467917	467326	469029	470017	474356	480095	480828	474840	463214	446879	424097	396675	372472	360159	356372	356544	358497	361190	364135	367101	369986	372744	375361	377832	380161	382355	384419	386361	388188	389907	391523	393044	394474	395820	397085	397461	386668	351963	312610	279217	242948	200809	161711	132115	114949	111432	125094	154209	204006	260626	318194	375642	431418	479940	514615	545752	566266	569232	560543	552478	539160	512268	498400	504071	520342	539085	557910	578208	598046	615166	632693
Inventory Adjustment Time[S7]	18.1134
Manufacturing Cycle Time[S7]	11.1499
Minimum Order Processing Time[S7]	4.23906
Safety Stock Coverage[S7]	8.34983
Target Delivery Delay[S7]	3.19856
WIP Adjustment Time[S7]	4.70337
Backlog[S7]	31985.6	31985.6	65520.7	81137.9	75749.6	87857.5	93033.5	72399.3	54039.8	39491.4	28799.2	21001.9	15315.7	11169	8145.01	5939.77	4331.59	3158.82	2303.58	1679.89	1261.36	3859.09	2814.25	2052.3	3318.54	16773	20921.1	20075.3	52107.7	65556.4	48181.5	35651.9	36183.5	26991.2	19683.4	14539.6	28749.4	33497.9	48077.8	60040.4	75846.6	86205.6	78054	57573.2	42011.4	30636.9	22342	16293	11881.7	8664.75	6318.79	4607.99	3360.39	2450.57	1787.08	1303.24	950.388	693.072	505.425	368.582	268.789	196.015	142.945	104.243	76.0192	4119.04	42175.4	81810.6	85599.2	91968	107517	126899	155048	164126	206660	215601	224050	205061	173345	141804	108677	79934	58671.5	62243.9	63258.8	66519.4	86307.2	112285	126788	129458	158948	171006	144258	107638	78668.3	64092.3	46739.4	34084.8	28877.1	22091.3	16110.2
Inventory[S7]	125889	125889	120953	111928	105516	101773	99687.2	100678	104622	111896	121756	132821	144374	155985	167363	178320	188743	198566	207761	216323	224262	230989	236958	242606	247643	250919	248860	246999	240898	225041	212201	204526	199188	194529	192266	191547	189263	183587	175045	164265	151039	137450	127206	123216	125162	131179	139361	148446	157867	167293	176502	185352	193758	201670	209071	215957	222340	228240	233679	238686	243287	247511	251385	254935	258187	260783	257591	240415	217561	196688	176346	157496	143870	136411	134531	137805	144646	153335	162330	170658	178721	189172	203412	218147	227890	235900	238903	233602	223745	215578	208661	202777	202104	207875	220866	238593	258200	279349	300793	320881	340709
Inventory Adjustment Time[S8]	18.2782
Manufacturing Cycle Time[S8]	13.0039
Minimum Order Processing Time[S8]	2.03891
Safety Stock Coverage[S8]	9.49737
Target Delivery Delay[S8]	0.831709
WIP Adjustment Time[S8]	4.43314
Backlog[S8]	8317.09	8317.09	31045.3	32976.4	20994.7	29596.7	30886.5	10693.4	3063.95	877.91	251.546	72.075	20.6515	5.91725	1.69546	0.485797	0.139195	0.0398832	0.0114277	0.00327435	30.4647	1713.28	490.902	140.657	1261.12	11987.4	7686.97	5707.45	29075.6	24431.2	7187.43	2399.85	8480.76	2693.54	771.775	397.758	12767.6	12054.4	18737.3	22689.1	28293.5	28041.4	16270.4	4661.92	1335.77	382.736	109.665	31.4221	9.00331	2.5797	0.739158	0.21179	0.0606837	0.0173876	0.00498204	0.0014275	0.000409018	0.000117195	3.35797e-05	9.62154e-06	2.75684e-06	7.89913e-07	2.26333e-07	6.48507e-08	1.85815e-08	3200.76	29941.3	42760.1	29121.3	29326.4	36373.3	41523	57044.2	57369.1	95016.2	100592	105519	82214.6	45888.6	17535.6	5503.86	1577.01	819.052	14921	15458.1	19830.1	33793.1	44018.4	41583	36372.4	55082.4	47748.7	20531.2	5882.77	1685.58	5333.39	1528.17	437.863	3574.1	1480.56	424.221
Inventory[S8]	115363	115363	99620.1	76985.6	64258.6	57528.7	52273.3	54596.3	70296.8	90943.3	111751	131419	149743	166740	182485	197065	210564	223062	234633	245345	255255	262576	269854	277374	283692	285631	276474	274787	261286	228338	216131	216351	216428	214739	217359	221002	216547	204907	187664	167921	143532	118477	103957	108393	122208	138205	153853	168516	182141	194770	206466	217296	227322	236604	245198	253155	260521	267340	273654	279499	284911	289921	294559	298854	302829	305265	291425	248014	207938	180953	152113	119068	93004.6	77207.7	71102.8	71853.2	76163.8	81671	87371.1	100439	131299	168253	204962	232467	244194	255916	255315	235443	209079	193081	175251	149808	148676	176615	214494	250235	283175	316104	346492	372194	398134
Inventory Adjustment Time[S9]	9.20609
Manufacturing Cycle Time[S9]	9.73633
Minimum Order Processing Time[S9]	0.382243
Safety Stock Coverage[S9]	6.05127
Target Delivery Delay[S9]	1.95426
WIP Adjustment Time[S9]	4.0655
Backlog[S9]	19542.6	19542.6	49986.1	58467.1	47457.3	55107.2	52481.4	31234.4	18568.3	11038.5	6562.2	3901.11	2319.14	1378.69	819.605	487.241	289.656	172.195	102.367	60.8553	71.1088	2648.5	1574.49	936.005	2224.71	14990	16333.5	14166.8	43239.1	50110	30111.1	18370.5	20490.8	12685.1	7541.09	4666.5	19478.5	22999.7	35079.8	43800.7	55244.6	60009.4	47697	28355	16856.6	10020.9	5957.26	3541.48	2105.35	1251.59	744.049	442.324	262.954	156.321	92.9301	55.2453	32.8424	19.5242	11.6068	6.90002	4.10194	2.43853	1.44966	0.861799	0.512324	3843.88	38772.7	69532.5	64774.8	65730.4	75592.9	85343.5	99368.3	95797.6	134880	137291	135064	103444	65542.1	42415.9	25896	15394.7	9527.98	23885.1	30233.4	37064.5	57277	79290.4	86965.4	84065.2	106533	104545	72441.4	43065.1	25601.4	21457.9	12756.3	7583.4	8392.98	5852.49	3479.2
Inventory[S9]	64335.2	64335.2	56366.3	40682.9	29849.2	23552.7	16256.2	19831.6	32817.4	50079.5	68378.5	86267.7	103224	119007	133534	146810	158889	169846	179766	188737	196838	203206	208747	214077	218660	220750	215373	211669	202085	178786	161215	151496	144717	138241	135018	133688	129346	119766	106066	89797	70706.4	51045.8	37329.6	36147.7	44318.7	57015.6	71160.2	85197.6	98603.8	111139	122710	133304	142953	151713	159648	166826	173312	179171	184459	189233	193540	197427	200934	204097	206951	208923	202187	175626	142793	114764	87434.7	58655.6	32032.5	14760.6	13863.9	16262.8	18796.9	21594.8	31178.8	54268.6	84226.8	116784	149376	177136	193841	206501	210061	198857	178493	160438	142210	118660	110091	121317	144017	169667	194737	220030	244078	264966	284957
Inventory Adjustment Time[S10]	8.55409
Manufacturing Cycle Time[S10]	8.79138
Minimum Order Processing Time[S10]	1.57229
Safety Stock Coverage[S10]	0.561418
Target Delivery Delay[S10]	0.936945
WIP Adjustment Time[S10]	17.0135
Backlog[S10]	9369.46	9632.38	46012.9	70942.5	75024.8	95661	109314	95196.3	80128.3	64433	48493.3	32680	17721.8	6482.77	2148.1	711.787	235.855	78.1519	25.8961	8.58082	34.1488	1865.12	618.02	204.785	1366.63	12441	8869.91	6599.03	30958.4	34133.7	15502.8	5831.04	10132.8	3775.87	1251.16	592.536	13762.5	15205.5	31204	49908.8	77676.1	102965	108721	97138.1	84458	71007	57166.2	43286.9	29661.4	16799.7	6491.06	2150.85	712.698	236.156	78.2518	25.9292	8.5918	2.84694	0.943351	0.312585	0.103577	0.0343208	0.0113724	0.00376831	0.00124865	3313.16	31393.4	55830	62896.1	82203.9	117103	159266	208979	237006	295677	318435	338862	330663	308537	284909	257010	227923	199554	193270	187687	184597	202141	234616	262004	278093	321729	349631	335945	306251	275404	251655	220475	189952	164750	138050	111542
Inventory[S10]	21337	21599.1	19324.3	18392.2	18837.6	19908.3	21410.3	23056.7	24314.3	24980.4	25055.4	24642	24290.4	26744.9	35068	45085.9	54835.6	63800.3	71886.4	79129.5	85593.7	89659.5	93567.5	97753.1	100929	100131	88723.7	83876.6	68615.9	41212.3	26016.9	20696.4	19444.5	18621.1	22824.1	28758.6	27814.6	21384.2	16757.8	14719.4	14526.1	15548.9	17311.7	19196	20679.5	21572.6	21878	21679	21086.5	20495.6	21625.2	27820.8	35902.8	43924	51347.2	58058	64074.3	69451.2	74251.3	78534.7	82356.3	85765.7	88807.4	91521	93941.8	94968.7	80987.1	47904.2	27481.4	18203.9	15044.3	15371.1	17743.4	21360.7	25573.9	30259.7	34911.9	39172.4	42559.1	44728.6	45698	45600	44620.4	43011.2	41282.5	39692.8	38373.8	37699.2	37965.4	39037.4	40618.4	42883.4	45565.9	47816	49081.4	49275.7	48597.3	47187.9	45201	42860.5	40304.4
Inventory Adjustment Time[S11]	6.00302
Manufacturing Cycle Time[S11]	16.4902
Minimum Order Processing Time[S11]	3.30483
Safety Stock Coverage[S11]	1.92046
Target Delivery Delay[S11]	2.33568
WIP Adjustment Time[S11]	8.84833
Backlog[S11]	23356.8	23456.5	59073	81661.1	83543.1	102385	114514	98988.2	82535.8	65533.2	48688.1	33296.7	21668.5	14039.6	9096.7	5894.02	3818.91	2474.39	1603.23	1038.78	708.556	3200.57	2073.75	1343.64	2601.87	15635.2	18061.7	16305.8	46461.9	55783.8	36486.9	24129.5	25455.7	17037.4	11039	7336.79	22046.4	26156.3	39265.7	49379.3	64761.9	78925.9	76998.9	60996.3	46372.7	32964.4	21820.8	14139.8	9161.6	5936.07	3846.16	2492.04	1614.67	1046.19	677.858	439.204	284.573	184.384	119.468	77.4066	50.154	32.4963	21.0553	13.6424	8.83929	3939.57	40133.4	74385.5	73480.4	77907.5	95909.3	123436	162571	183672	237968	257935	276362	266314	242021	215596	184153	151189	118862	108855	98976.7	91887	104879	131629	153354	164439	203638	227630	210375	177234	143227	116671	83890.4	55896.1	40176.9	26962.5	17469.8
Inventory[S11]	52252.9	52352.1	49386.5	46636.4	46091.1	47219.9	49741	53143.2	56443.4	59176	61429.4	64105.8	69480.2	77851.8	87966	98933	110192	121396	132333	142881	152970	161760	169894	177879	185249	190468	189056	188645	183012	165000	150925	143333	138443	133971	132440	132753	130701	123981	112881	97802.9	80486.9	66109	56907.9	52196.3	50464.3	50775.8	53540.2	59411.7	67250.4	76086.2	85346.6	94673.8	103848	112739	121272	129410	137138	144456	151372	157900	164055	169855	175318	180463	185307	189354	185853	164730	137056	111904	90051.3	74121	65243	62718	64961	71038.7	79432.9	88788.8	97599.8	104576	109148	111530	112132	111836	110206	108195	105173	101295	98632	97979.4	99067.8	102316	107321	112538	116997	120237	123052	128580	140162	155271	173714
Inventory Adjustment Time[S12]	11.1948
Manufacturing Cycle Time[S12]	17.0437
Minimum Order Processing Time[S12]	0.131267
Safety Stock Coverage[S12]	9.02829
Target Delivery Delay[S12]	3.26208
WIP Adjustment Time[S12]	4.54278
Backlog[S12]	32620.8	32620.8	66124.4	80233	72727.5	82481	82669.8	60662.5	44513.8	32663.9	23968.6	17588	12905.9	9470.29	6949.24	5099.3	3741.83	2745.73	2014.8	1478.45	1121.21	3772.77	2768.43	2031.46	3317.45	16809	21065.5	20288.1	52440.4	66139.9	48909.2	36406.1	36918.4	27698.1	20324.7	15099.6	29272.8	34048.5	48706.5	60785.6	76652.1	86197.8	76766.6	56330.8	41335.2	30331.5	22257	16332.1	11984.4	8794.04	6453.01	4735.18	3474.64	2549.67	1870.93	1372.88	1007.41	739.229	542.441	398.04	292.079	214.326	157.271	115.404	84.6828	4132.75	42290.7	82235.2	86363.9	92938.7	107940	123723	143635	140088	166612	156891	151139	123139	93570	72378.7	53870.5	39529.8	29385.5	41060	48056.6	55692.9	78747.1	107188	122689	125386	153135	158367	127978	93909.7	68910.3	57304.7	42049.8	30855.9	26666.7	20606.2	15120.7
Inventory[S12]	91595.6	91595.6	86628.3	76136.4	67806.8	62165.6	55856.3	56608.9	64222.2	75810.7	89377.3	103988	119098	134326	149402	164145	178433	192190	205369	217949	229921	240690	250682	260313	269286	276464	278311	280240	277898	265499	254665	248045	243406	239145	237203	236910	235195	229971	221210	208725	192141	173278	156770	147715	145210	146755	150623	155958	162227	169048	176147	183330	190462	197451	204234	210772	217040	223028	228729	234147	239285	244152	248757	253112	257226	260737	258592	242596	219606	196992	173279	147623	122620	99883.3	80190.1	64134.8	57459	59181.1	73540.3	96186.5	123050	152394	183059	211936	234304	253788	267028	269536	263002	254589	243807	227762	219517	223704	236418	252994	271458	292057	313602	334445	355613
Inventory Adjustment Time[S13]	19.4762
Manufacturing Cycle Time[S13]	19.8924
Minimum Order Processing Time[S13]	3.45522
Safety Stock Coverage[S13]	7.87586
Target Delivery Delay[S13]	2.76398
WIP Adjustment Time[S13]	6.30914
Backlog[S13]	27639.8	27639.8	60393.1	74552.1	68206	79978.9	85439.8	65367.9	47326.4	33004	22889.5	15874.7	11009.7	7635.64	5295.6	3672.69	2547.15	1766.54	1225.16	849.695	625.251	3287.13	2279.75	1581.09	2879.37	16176.1	19577.4	18302.5	49481.2	61058.1	42706.7	30122.5	30918.8	22021.1	15272.5	10777	25251.3	29758.7	43711.2	54772.9	69235.6	77209.8	66754.9	46297.9	32109.3	22269	15444.4	10711.2	7428.65	5152.04	3573.13	2478.1	1718.65	1191.95	826.661	573.32	397.618	275.763	191.252	132.64	91.9909	63.7991	44.247	30.6869	21.2825	4022.42	41272.7	78498.9	79733.1	84206.6	97254.5	111718	133232	136258	174714	181660	190147	172656	143319	114551	84310.9	58895.6	41224.3	47732.4	50497.3	55078.1	75341.3	100507	113270	114347	142266	152635	125193	89060.4	61861.8	49502.9	34332.1	23810.5	20500.2	15205.7	10545.7
Inventory[S13]	113311	113311	107483	96289.4	87477.6	81491.3	77330.7	76244.9	78117.3	83821.6	93223.3	104828	117669	131131	144800	158401	171751	184735	197283	209354	220926	231299	240993	250470	259356	266321	267370	268926	265794	251516	239941	233669	229774	226321	225512	226475	225602	220664	211839	199597	183476	164886	148757	140706	140009	143984	150700	158886	167889	177294	186823	196291	205576	214600	223316	231699	239735	247422	254763	261765	268438	274794	280845	286604	292084	296859	295084	277618	253224	230091	205545	178662	153897	134604	121946	115683	114676	117112	121504	126969	133865	145221	162184	180353	193529	205533	212065	208464	198279	188702	179329	169620	165067	167974	180027	198338	219726	243968	269472	294248	319478
Inventory Adjustment Time[S14]	4.89952
Manufacturing Cycle Time[S14]	16.1914
Minimum Order Processing Time[S14]	3.58979
Safety Stock Coverage[S14]	9.42488
Target Delivery Delay[S14]	4.58353
WIP Adjustment Time[S14]	16.6594
Backlog[S14]	45835.3	45835.3	80770.2	98035.1	93371.6	105561	109428	88463.3	71048.9	57036.7	45788	36757.7	29508.4	23688.7	19016.9	15266.4	12255.5	9838.51	7898.17	6340.5	5126.98	7226.67	5801.43	4657.28	5637.89	19221.6	24790.8	24908.7	58820	76417.2	61748.4	50108.8	50720.8	41375.9	33215.8	26851.3	40437.5	45568	61384.4	75299.5	93831.7	106582	99783.7	80104.4	64306.3	51623.8	41442.6	33269.3	26708	21440.6	17212.1	13817.6	11092.5	8904.83	7148.62	5738.78	4606.98	3698.39	2969	2383.45	1913.39	1536.03	1233.1	989.907	794.678	4812.16	44408.4	89069.2	98745.3	109929	129531	151447	180487	190049	232889	241435	248715	227470	193315	160901	130091	104434	84217.7	87692.4	89218.5	92669.3	113497	142471	160388	165514	196119	205692	177597	142571	114453	98849.9	79354.8	63704.5	55227.6	45459.3	36493.9
Inventory[S14]	130147	130147	126579	119103	113529	110590	108752	112076	120924	133847	149063	165147	181506	197877	214065	229922	245343	260251	274597	288347	301485	313568	324858	335665	345792	354404	358798	362758	363219	355676	348283	343334	339534	335825	333716	332851	331066	326670	319498	309219	294932	276916	258618	244500	234620	227658	222854	219736	217927	217126	217096	217648	218633	219933	221455	223126	224891	226705	228535	230355	232146	233894	235589	237224	238795	240026	237194	223905	204660	185128	164757	144363	128265	119368	118003	123664	135141	150584	169343	191845	219378	251202	284905	317787	346043	371911	392760	404950	408998	409497	406319	397674	393462	397709	407995	421088	435690	452091	469498	486686	504342
Inventory Adjustment Time[S15]	3.81594
Manufacturing Cycle Time[S15]	16.3215
Minimum Order Processing Time[S15]	3.88523
Safety Stock Coverage[S15]	1.4586
Target Delivery Delay[S15]	1.16557
WIP Adjustment Time[S15]	12.2261
