firm_id,sector,high_integration_cost,vagueness,early_funding_musd,later_success,team_size,prior_exit
F084,"Integrated (High i) — ""Battleship""",1,0.36945930838356444,7.306259378912102,0,29,0
F085,"Integrated (High i) — ""Battleship""",1,0.8831245518383296,7.4396335577421056,1,21,1
F086,"Integrated (High i) — ""Battleship""",1,0.35215039773961054,7.952080603667614,0,7,1
F087,"Modular (Low i) — ""Lego""",0,0.650928056672542,6.961879461076862,1,5,0
F088,"Modular (Low i) — ""Lego""",0,0.33747310794433527,7.209705607420185,1,27,1
F089,"Integrated (High i) — ""Battleship""",1,0.6676831423173639,8.205239395810475,1,60,1
F090,"Integrated (High i) — ""Battleship""",1,0.5692911738990554,10.225487659517716,1,36,0
F091,"Modular (Low i) — ""Lego""",0,0.47180517842154374,9.313037864567429,1,58,1
F092,"Integrated (High i) — ""Battleship""",1,0.4926627452956219,10.100638229667648,1,11,1
F093,"Integrated (High i) — ""Battleship""",1,0.3821382148227097,8.532299765004431,1,10,1
F094,"Modular (Low i) — ""Lego""",0,0.5802929962667744,9.333935058674243,1,55,1
F095,"Integrated (High i) — ""Battleship""",1,0.4181029735386596,8.178792719548593,1,11,1
F096,"Modular (Low i) — ""Lego""",0,0.2793909625218953,6.730946585661733,0,8,0
F097,"Modular (Low i) — ""Lego""",0,0.2699712366224685,8.076897211097503,0,29,1
F098,"Integrated (High i) — ""Battleship""",1,0.5310658251899815,7.614975572638407,1,60,0
F099,"Integrated (High i) — ""Battleship""",1,0.7842364261538783,6.1489012263750595,1,46,1
F100,"Modular (Low i) — ""Lego""",0,0.5287984904432189,6.9774241946086235,1,10,0
F101,"Integrated (High i) — ""Battleship""",1,0.47864510130022114,8.717621081207936,1,55,0
F102,"Modular (Low i) — ""Lego""",0,0.5514487051284577,7.333712549316322,0,55,0
F103,"Integrated (High i) — ""Battleship""",1,0.7350803135072285,7.343289582936104,1,53,1
F104,"Modular (Low i) — ""Lego""",0,0.5394888502454941,7.595095197931968,1,59,0
F105,"Integrated (High i) — ""Battleship""",1,0.4260330984499273,6.127651403190687,1,19,0
F106,"Integrated (High i) — ""Battleship""",1,0.69913196781078,9.526966423392448,0,63,1
F107,"Integrated (High i) — ""Battleship""",1,0.5771761589230904,5.108751006200336,1,24,1
F108,"Integrated (High i) — ""Battleship""",1,0.7764360785592785,5.295557417873061,1,53,0
F109,"Modular (Low i) — ""Lego""",0,0.5329821986999431,5.355256772774243,1,39,1
F110,"Integrated (High i) — ""Battleship""",1,0.27959557429030996,5.603107342639889,1,51,0
F111,"Modular (Low i) — ""Lego""",0,0.2537313441357803,9.820121699350587,1,42,0
F112,"Integrated (High i) — ""Battleship""",1,0.797167027801625,8.654675956190705,1,43,1
F113,"Integrated (High i) — ""Battleship""",1,0.8102598297409935,4.337688365160642,1,41,0
F114,"Modular (Low i) — ""Lego""",0,0.46768654160913187,6.601961341180301,1,51,1
F115,"Integrated (High i) — ""Battleship""",1,0.4310262821955222,4.5228963580163315,1,49,1
F116,"Integrated (High i) — ""Battleship""",1,0.7630599726035964,6.039904853165944,1,13,1
F117,"Modular (Low i) — ""Lego""",0,0.30073177723217215,11.44754905399598,0,54,0
F118,"Modular (Low i) — ""Lego""",0,0.3389491365879512,9.768740033526075,1,37,1
F119,"Modular (Low i) — ""Lego""",0,0.615798823044028,6.854286514140849,1,24,1
F120,"Modular (Low i) — ""Lego""",0,0.4289710778852739,7.595941787132308,1,35,0
F121,"Modular (Low i) — ""Lego""",0,0.4990780639903872,4.822434601748709,0,63,0
F122,"Integrated (High i) — ""Battleship""",1,0.47058027826558774,6.697577787238079,1,56,0
F123,"Integrated (High i) — ""Battleship""",1,0.5607634187838081,8.694009850631614,1,55,1
F124,"Modular (Low i) — ""Lego""",0,0.753346735036469,7.146792735115259,0,32,1
F125,"Integrated (High i) — ""Battleship""",1,0.5163052832423142,8.0577269929174,1,52,0
F126,"Integrated (High i) — ""Battleship""",1,0.6159089827898344,8.290150111636775,1,28,1
F127,"Modular (Low i) — ""Lego""",0,0.13096902181441594,11.17241913554145,1,46,1
F128,"Integrated (High i) — ""Battleship""",1,0.49123068765257877,7.56427268851303,1,43,1
F129,"Integrated (High i) — ""Battleship""",1,0.3482185513472832,8.264205196957233,1,19,0
F130,"Integrated (High i) — ""Battleship""",1,0.280613649123747,9.66482809511625,1,20,0
F131,"Integrated (High i) — ""Battleship""",1,0.34193257395282484,5.268658909921016,1,8,0
F132,"Integrated (High i) — ""Battleship""",1,0.43985778067385384,6.8810538375979755,1,13,1
F133,"Modular (Low i) — ""Lego""",0,0.6648624576240824,9.631254182459204,1,31,1
F134,"Integrated (High i) — ""Battleship""",1,0.2612493108068785,9.07573691456852,1,33,1
F135,"Integrated (High i) — ""Battleship""",1,0.5055136686669951,8.262574679698456,1,14,0
F136,"Modular (Low i) — ""Lego""",0,0.41284950199995585,6.202228523761909,1,30,0
F137,"Integrated (High i) — ""Battleship""",1,0.44101884301484706,9.150289223743709,0,41,0
F138,"Modular (Low i) — ""Lego""",0,0.6804964085548287,7.499143809277897,1,18,1
F139,"Modular (Low i) — ""Lego""",0,0.5968607786607067,6.380527964609074,1,25,0
F140,"Modular (Low i) — ""Lego""",0,0.7407316593396939,9.576004063278141,0,27,1
F141,"Integrated (High i) — ""Battleship""",1,0.4721889777350179,7.974150577346668,1,35,1
F142,"Modular (Low i) — ""Lego""",0,0.37473032989927346,5.534449470535614,0,26,0
F143,"Modular (Low i) — ""Lego""",0,0.4597054129615101,6.3763909535191265,0,49,0
F144,"Modular (Low i) — ""Lego""",0,0.5436494224288199,6.875173351763665,1,24,0
F145,"Integrated (High i) — ""Battleship""",1,0.5317832045216679,5.8378719327382225,1,31,1
F146,"Integrated (High i) — ""Battleship""",1,0.304810146997994,10.016003736585107,1,27,1
F147,"Modular (Low i) — ""Lego""",0,0.5162881606930173,5.3234327486627135,1,15,0
F148,"Modular (Low i) — ""Lego""",0,0.5410810994250029,8.369178373515334,1,46,0
F149,"Integrated (High i) — ""Battleship""",1,0.9531453267561056,2.58539917027365,0,19,1
F150,"Modular (Low i) — ""Lego""",0,0.8378320300307006,3.7412568112148037,1,22,0
F151,"Integrated (High i) — ""Battleship""",1,0.3464161968994124,5.055349746171315,1,52,0
F152,"Modular (Low i) — ""Lego""",0,0.4482709949211483,6.097917621785249,1,61,0
F153,"Integrated (High i) — ""Battleship""",1,0.23658043966933945,8.27786100505219,0,45,0
F154,"Modular (Low i) — ""Lego""",0,0.39367273748657244,7.257734564381764,1,59,0
F155,"Modular (Low i) — ""Lego""",0,0.5568089006462613,8.201336263863682,1,56,1
F156,"Integrated (High i) — ""Battleship""",1,0.717053651759882,7.209597355538405,1,33,1
F157,"Modular (Low i) — ""Lego""",0,0.36876490920615046,9.576269742264085,1,51,1
F158,"Integrated (High i) — ""Battleship""",1,0.3822536407877966,7.1617306457765935,1,24,1
F159,"Integrated (High i) — ""Battleship""",1,0.11348797464704213,11.023624967831001,1,32,1
F160,"Integrated (High i) — ""Battleship""",1,0.4707201343019166,7.756974391510176,1,37,0
