stage,window,moderator,scaling,ctrl_employee,ctrl_region,ctrl_founder,ctrl_earlyfund,coef_vag_main,p_vag_main,coef_vagXoption,p_vagXoption,coef_vagXsoftware,p_vagXsoftware,nobs,fit_stat,dv_rate,downround_share,warning_code,estimation_method,expected_sign_vag_main,expected_sign_vagXoption,expected_sign_vagXsoftware,evidence_score_vag_main,evidence_score_vagXoption,evidence_score_vagXsoftware,is_consistent_vag_main,is_consistent_vagXoption,is_consistent_vagXsoftware,is_surprise_vag_main,is_surprise_vagXoption,is_surprise_vagXsoftware
E,2022-06_to_2024-12,isSoftware,winsor99_z,1,0,1,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2024-12,isSoftware,winsor99_z,1,0,1,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2024-12,isSoftware,winsor99_z,1,1,0,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2024-12,isSoftware,winsor99_z,1,1,0,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2024-12,isSoftware,winsor99_z,1,1,1,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2024-12,isSoftware,winsor99_z,1,1,1,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,zscore,0,0,0,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,zscore,0,0,0,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,zscore,0,0,1,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,zscore,0,0,1,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,zscore,0,1,0,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,zscore,0,1,0,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,zscore,0,1,1,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,zscore,0,1,1,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,zscore,1,0,0,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,zscore,1,0,0,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,zscore,1,0,1,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,zscore,1,0,1,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,zscore,1,1,0,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,zscore,1,1,0,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,zscore,1,1,1,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,zscore,1,1,1,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,winsor99_z,0,0,0,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,winsor99_z,0,0,0,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,winsor99_z,0,0,1,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,winsor99_z,0,0,1,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,winsor99_z,0,1,0,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,winsor99_z,0,1,0,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,winsor99_z,0,1,1,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,winsor99_z,0,1,1,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,winsor99_z,1,0,0,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,winsor99_z,1,0,0,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,winsor99_z,1,0,1,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,winsor99_z,1,0,1,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,winsor99_z,1,1,0,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,winsor99_z,1,1,0,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,winsor99_z,1,1,1,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2022-06_to_2025-11,isSoftware,winsor99_z,1,1,1,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,zscore,0,0,0,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,zscore,0,0,0,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,zscore,0,0,1,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,zscore,0,0,1,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,zscore,0,1,0,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,zscore,0,1,0,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,zscore,0,1,1,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,zscore,0,1,1,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,zscore,1,0,0,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,zscore,1,0,0,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,zscore,1,0,1,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,zscore,1,0,1,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,zscore,1,1,0,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,zscore,1,1,0,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,zscore,1,1,1,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,zscore,1,1,1,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,winsor99_z,0,0,0,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,winsor99_z,0,0,0,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,winsor99_z,0,0,1,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,winsor99_z,0,0,1,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,winsor99_z,0,1,0,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,winsor99_z,0,1,0,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,winsor99_z,0,1,1,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,winsor99_z,0,1,1,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,winsor99_z,1,0,0,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,winsor99_z,1,0,0,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,winsor99_z,1,0,1,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,winsor99_z,1,0,1,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,winsor99_z,1,1,0,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,winsor99_z,1,1,0,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,winsor99_z,1,1,1,0,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
E,2021-12_to_2024-06,isSoftware,winsor99_z,1,1,1,1,,,,,,,0,,,,3,failed,-1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,zscore,0,0,0,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,zscore,0,0,0,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,zscore,0,0,1,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,zscore,0,0,1,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,zscore,0,1,0,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,zscore,0,1,0,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,zscore,0,1,1,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,zscore,0,1,1,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,zscore,1,0,0,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,zscore,1,0,0,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,zscore,1,0,1,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,zscore,1,0,1,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,zscore,1,1,0,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,zscore,1,1,0,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,zscore,1,1,1,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,zscore,1,1,1,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,winsor99_z,0,0,0,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,winsor99_z,0,0,0,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,winsor99_z,0,0,1,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,winsor99_z,0,0,1,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,winsor99_z,0,1,0,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,winsor99_z,0,1,0,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,winsor99_z,0,1,1,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,winsor99_z,0,1,1,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,winsor99_z,1,0,0,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,winsor99_z,1,0,0,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,winsor99_z,1,0,1,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,winsor99_z,1,0,1,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,winsor99_z,1,1,0,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,winsor99_z,1,1,0,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,winsor99_z,1,1,1,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2024-12,isSoftware,winsor99_z,1,1,1,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,zscore,0,0,0,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,zscore,0,0,0,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,zscore,0,0,1,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,zscore,0,0,1,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,zscore,0,1,0,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,zscore,0,1,0,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,zscore,0,1,1,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,zscore,0,1,1,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,zscore,1,0,0,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,zscore,1,0,0,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,zscore,1,0,1,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,zscore,1,0,1,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,zscore,1,1,0,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,zscore,1,1,0,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,zscore,1,1,1,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,zscore,1,1,1,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,winsor99_z,0,0,0,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,winsor99_z,0,0,0,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,winsor99_z,0,0,1,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,winsor99_z,0,0,1,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,winsor99_z,0,1,0,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,winsor99_z,0,1,0,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,winsor99_z,0,1,1,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,winsor99_z,0,1,1,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,winsor99_z,1,0,0,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,winsor99_z,1,0,0,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,winsor99_z,1,0,1,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,winsor99_z,1,0,1,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,winsor99_z,1,1,0,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,winsor99_z,1,1,0,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,winsor99_z,1,1,1,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2022-06_to_2025-11,isSoftware,winsor99_z,1,1,1,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2021-12_to_2024-06,isSoftware,zscore,0,0,0,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2021-12_to_2024-06,isSoftware,zscore,0,0,0,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2021-12_to_2024-06,isSoftware,zscore,0,0,1,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2021-12_to_2024-06,isSoftware,zscore,0,0,1,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2021-12_to_2024-06,isSoftware,zscore,0,1,0,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2021-12_to_2024-06,isSoftware,zscore,0,1,0,1,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
L1,2021-12_to_2024-06,isSoftware,zscore,0,1,1,0,,,,,,,0,,,,3,failed,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0
